"","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"31597_r_at",10.9379843166459,10.6328861732472,10.5966743010066,10.6370867164247,10.835308296997,10.6177980259028,10.8767318000398,10.9365348856763,10.4079581378994,10.5213256144937,10.6695406057458,10.7053040720933,10.2872275525602,10.7130857431078,10.6442979474903,10.8410768152679,10.1062226729191,11.0312187306107,10.580004118112,10.4855375207852,10.4440106125116,10.920077391985,10.7336085525391,10.6375577206676,10.5315374191177,10.8180148934952
"31598_s_at",6.006596497131,7.24145887127465,7.04326794060874,6.17643647614824,5.87082334971548,6.00637881974225,6.85559110771045,6.65599574517798,6.84778399313912,7.0092127868052,6.9013858433629,7.36056619757501,6.33640479768486,6.97923653936618,6.28698092089058,6.37730771920183,7.03482096729092,6.44978750016404,7.17390694993565,7.0788019421612,6.46753708157501,6.24691537367572,7.18226522517818,6.64304805425276,6.02229678629346,6.12161432672003
"31599_f_at",5.10992465487514,4.92949277205584,5.55841152897392,5.44168929860027,5.49526024218604,5.35736549783832,6.0724295556953,5.09575567386806,5.39443868522115,5.68049596207732,5.80379015631824,5.90699398504837,5.70413881388788,5.07017033077338,5.4462959365461,5.45495231750104,5.28688114778816,5.81715507305456,5.64658030991861,4.96746375791027,5.63649411961268,5.95209589354052,5.99253052959203,5.37970412808904,7.09634619899318,6.13950223854014
"31600_s_at",6.52620030131706,6.94811021038454,7.03472194343633,7.0106008332265,6.95932967657174,7.22623876994022,6.97637509292234,6.93039436109123,8.02748584028704,7.01886780986485,7.630121482845,7.35276735121176,7.09744224764079,7.70851834455008,7.66931028620247,7.560065289796,6.99925591851954,6.579507529846,6.73159057159445,8.76399575829385,6.75226689915551,6.33936189755696,6.97076164279411,7.90239320459256,6.77815599909015,6.97035902326639
"31602_at",6.89184444699386,6.12710083691996,6.95681173166275,6.57142956497229,6.56832250002949,6.26196513796589,7.15295405700128,6.03239182198952,6.74019901502519,7.0788019421612,7.04262245169879,6.22655284267773,6.16199648488329,6.43706623913003,7.03419370139065,6.43047429647039,6.55221105077684,7.02706556160638,7.53782408879163,6.50898160078094,7.7581032628084,7.06905765555913,6.48717760838915,6.45748102284852,6.30090710762574,7.16360942589785
"31603_at",5.35077656540647,4.75106732192117,5.10862899610946,4.80494670398812,0.143510971670886,5.02706998623016,5.18702340814798,4.67949135952036,3.95138264003415,4.08674131333288,3.59230154672932,4.40041496738008,4.17250351691919,3.69511412437945,4.72981376969321,3.90392521629218,5.18039057131686,5.49939627006572,5.40603319008977,4.44631578946457,5.24321588291851,5.63876604883151,4.41395281613251,4.75616398955985,5.28130507140024,5.51600884150457
"31604_at",7.83937387748534,6.31533617196307,7.62741715094796,7.61525443230159,6.66177809777199,7.91883342921788,7.03157164035829,7.68021885169137,6.43597022698576,7.21594063393777,6.47878903051882,7.23259360851696,6.46834382539195,7.55820639782232,6.60814095455743,5.23393406374696,7.93657316348536,7.54722616446188,6.77486610921851,6.63092961137579,8.04146203372573,7.53668238734117,7.05093696522523,5.64770017454529,6.94839059487794,8.21551358572045
"31605_at",6.64460619621121,6.8741575933097,6.51832583230715,6.4377903495213,6.18389139680979,7.59956328094,6.4554570981144,7.18473652021174,7.1103945660079,6.09333410355137,7.32399147590957,7.26516493980641,6.62232275704178,7.95409741257907,7.33460402797494,6.33354359552135,6.83115520645645,6.03771825524868,6.73645605250865,7.71498041793064,6.57604136102321,6.55522257741924,6.86658657436089,7.10586661482196,6.5403853559979,6.27920011480926
"31607_at",5.60852244896872,5.42523436967772,6.40004772619251,6.44063499608822,5.60199952192048,5.42931467391818,5.97300734773813,4.85739882485504,5.4010126019861,7.02769593372374,5.79218641551087,5.32131481916466,5.79366963108753,5.51130989584877,6.16006301079877,5.53614928397369,6.38558979394123,5.78672964821026,6.84503835396662,5.77544040637972,6.20822850462022,5.88886985961606,5.500763818583,6.94874099888257,5.35137037907966,5.60632673683706
"31608_g_at",7.18672833778604,7.7667144096973,7.16780950218298,6.70745576870348,7.89783940695702,7.85450065170104,7.03550294699632,8.70783534992399,8.03966482888484,5.99119755754391,8.21519321658085,8.20682878401233,7.22432009347987,8.34802876443746,8.13295206730969,8.49982596021851,6.49375299624648,6.72302605303959,6.31645351337435,7.45688005589481,6.89515718103469,6.73388305111542,7.52457305633921,7.7628072264008,7.49857799026518,6.99679546402985
"31609_s_at",10.7296632251137,10.4028521888306,9.82278112566721,10.1626556727389,10.4991283464993,10.1962824484062,10.7833584283149,10.0422202426719,10.6035707129994,10.2528664497215,10.5522368005502,10.5405155473249,10.4127709421494,10.116876750203,10.238010571772,10.5402443021343,10.1603378672519,10.550034880212,10.225098959554,10.4108647023243,10.3911146756971,10.2801791902801,10.6320955035125,10.5257654788219,10.1348754880715,9.80806804254861
"31610_at",7.37131490804309,6.8688102108074,7.48454902803876,7.5595071088729,6.93853280755812,7.21393046372921,7.87258254483322,7.58834735737083,7.2513593206407,7.34297246069745,7.47177274540788,7.63047099938372,7.22627731015262,7.96859768040012,7.2790719362638,7.25131197554437,7.79599416890029,7.38788808298904,7.50148691572694,8.07708273806463,8.02083552331808,7.34863079115775,7.30027933683434,7.32774124869169,7.21775417992727,7.54343401696032
"31613_at",6.85037439143984,5.84312460197144,6.115484847037,6.53579947357368,6.42662035197757,5.95217279197589,7.03322475501077,5.44286057995797,5.29965495561452,6.02770035641464,6.19730123698614,6.28509145107725,6.78374474551858,5.83752954274477,5.9731635206001,5.93063090531437,5.2977086686937,6.8798650223997,6.72200144559178,4.87713563797055,5.84286069686998,7.19036793754627,6.60831544901579,6.12925004068144,6.17798554147714,5.97806059955655
"31614_at",7.79966369890296,7.33737214027436,7.56991635210649,7.81050737072453,7.00152079058743,6.86848923057261,8.06184638688049,7.0614522027414,3.44851776696379,7.64296144144872,7.03137313924781,6.86551058690798,6.66230520854293,7.21291946506072,7.36039939527477,7.18504389536895,7.44750481186681,7.76447355099267,8.10339272787252,7.11303366529989,7.51639342652536,7.72634079171501,7.1768413474468,7.03509599789673,6.75749001942116,7.48454902803876
"31615_i_at",5.70094457306095,4.90082334538342,5.69701758514553,5.33616911046401,6.25595197685776,5.9506317112678,5.64878466438578,4.90119514973668,5.26294799182413,5.50624013142269,5.61767168723446,6.35442394960681,5.36108754988206,4.46430885526666,5.55977934463064,5.62159770183749,3.23193155110372,5.68230922852854,5.18281940161221,3.42079227810038,5.51475980942788,5.59030259950627,5.11213712166196,4.08244713204036,5.36526909977232,5.66845955691538
"31617_at",5.05598083455381,5.0811734284103,4.7174680568123,5.10877951943994,4.92541557842919,2.68020506511478,5.52201807383335,4.8090388006925,5.21256155730317,10.7204665889387,4.48214483002391,4.2687338010779,5.59349420877377,4.89787933020837,4.64323858412018,4.70502131549125,5.09035805398114,5.33969325713088,5.47391351520991,3.36009734624461,4.7338966052475,6.20809971678033,5.33270435374773,5.09776668690853,5.07211866631224,4.92624142933248
"31618_at",5.93292573532659,4.60957768698237,5.80228629103888,5.8361614730226,4.27249355640996,4.94911933964021,5.55651525110503,4.10109534531632,4.45949719419427,6.0261028833438,4.85588009614644,4.7521491276947,5.2731540516234,4.48043963106109,5.26019506479553,4.90285502849119,5.25644082224995,5.74374383797645,5.72771084024528,4.20130451275499,5.79715308889598,6.00198009201495,4.80361452783102,4.63846777239997,5.1179443347893,5.21037717445335
"31620_at",9.31871904046283,9.02361298720532,9.29891716006932,8.98368054451953,8.65745779915236,8.71686403588918,9.32668564387333,8.77651528181284,8.51001246544851,9.32412652894449,8.90074003841188,8.6860732581063,8.30044866052431,8.82326213922828,8.96370530657948,8.9625548066472,9.0629824384662,9.36739509289129,9.37170913551881,9.00189229569359,9.11996045917175,9.37140639584069,8.92313432073196,8.56658686141751,8.49622264747978,9.07931143667052
"31621_s_at",9.2818419561363,9.20880498197631,8.95066961688397,9.02941975554494,8.73629706573399,8.84756165294746,9.43084348995766,9.15217581202374,9.00300061355656,8.79293341816381,9.44097918188688,8.80001654490589,8.70621625832702,9.32821489678515,8.79090884764966,9.01214402604138,8.72488556352683,9.37711290110506,9.42899657700921,8.78208743518094,8.72068546564702,9.01270553979765,8.7741709829347,8.5444699304728,8.90765081578756,8.93748269872817
"31622_f_at",10.7277077774727,11.0099825339435,10.6873144397768,10.1801826786487,11.4373255457129,10.4109176874552,10.1783660739018,10.3900076921531,9.99520183149718,9.9660150974041,10.8119927442884,9.77306830682127,9.84172787010796,11.5988015763105,10.0692886384628,10.4515305303713,10.4643313211236,10.6208154787493,10.9307225557757,10.4119240353877,10.1896269158849,9.42529774113324,10.5043820420369,10.4238197483924,9.63661737080161,12.0581439691273
"31623_f_at",9.42176189460808,9.96084760173922,9.29357740427963,9.38012984576339,10.848904567069,9.20917064768483,7.81179210747703,9.68489410966913,9.50244597323947,9.05027857180223,10.2151082582842,8.96588238458951,9.04151952923206,10.8965140539688,9.24279302359725,9.55841305969377,9.97955381025579,8.90150048879032,10.0355001977254,9.83039477930037,9.01677486579269,7.13776990591046,9.16658741616654,10.0804711326464,8.54574833515715,11.2405230374774
"31624_at",6.94002576362267,6.28900076554465,6.70505173695477,6.61363183659499,6.36456893060461,5.73648040638194,7.01158508888224,3.46213086629739,6.2141286919183,6.52833689313577,6.23722717258987,6.11353798681594,6.43945858115764,6.38743664525774,5.92219309015949,6.08409191050757,6.12494015787938,7.01542620360961,6.78889447916044,5.48813577608507,5.90615463345136,7.06718694356122,6.4402629007431,6.37575364930129,6.00062202812121,6.63966340208435
"31626_i_at",7.87424367920314,7.38478375009335,7.61806976345255,7.76852841283285,7.26371989879911,7.39675032764222,7.78123511175416,7.18918212012339,7.25319511174321,7.72404310986063,7.21357086269588,7.23228660517547,7.1683612346213,7.17820670080876,7.55642941544957,7.00451262813387,7.52932903482049,8.02648471193168,8.00715624843984,6.6891593577313,7.69343816988559,7.9975125892785,7.42546769718697,7.06461344175164,7.494767600406,7.64513961732054
"31628_at",5.50673839110958,5.09298119044369,4.9510422052375,5.01420798057903,4.56602967583278,4.16200857354417,5.599683777574,4.39160964162199,4.92673481573681,5.41839574336411,4.41607631645888,4.96856542662932,5.56649248992615,4.04612431549734,4.91045445585037,3.93656256357837,4.28677028069222,5.62962181842823,5.53736130376371,3.90728487837017,4.52286553082115,5.65836574288498,5.03313223064139,4.52432073952472,4.79979189880804,5.23424838223904
"31629_at",5.09386436750618,4.4287520969847,4.54376187900051,4.2858238680977,3.98002530023873,4.06752686237515,4.50359043631107,4.11707993786837,3.30401156091912,4.53363809731641,4.57680025013972,4.04921253463256,4.41443324420573,2.72331827430986,4.50965150909558,3.83631803381133,0.515298665989088,5.05322431417755,3.1103315023839,2.46996149443544,4.20700260280982,4.72918838004563,3.80155187661524,2.77035758293342,4.84768128249211,4.06254485421218
"31634_at",8.43425291132561,7.68815937276167,7.92566124727502,8.1716922219239,8.08430880468979,7.6709040527503,8.66242983496463,7.41558122520977,7.85441337960369,8.120160101928,7.53588965503565,7.77385790200571,8.58952756189305,7.52145910757273,7.80659473067343,7.68018368159249,7.6040564932571,8.49217766620113,8.50703742296413,8.04768015607452,7.87586605220615,8.4113414984629,7.93683224810592,8.0226840615076,8.11761713004748,7.74177032496172
"31635_g_at",7.29776918607915,6.54394433597681,7.28438457507067,7.53242606135776,6.91561650361743,6.88430485905842,7.74116358404773,5.90879609861152,5.35658401864443,7.69453897456956,6.98929798578247,6.89845023280787,6.59422157726272,6.88841449611822,6.98021956643383,6.75902263940966,7.06523839554783,7.48233202074738,7.71930667226646,5.78835161808824,7.13003508330174,7.5977769656374,6.99214527306384,7.17488574575302,6.55797980115582,7.26982798113563
"31636_s_at",8.11157910688347,7.65053481231478,8.52730105691195,7.99303460700939,7.81345414327427,4.91352613654974,8.4479758500933,7.20917064768483,7.48413813120167,8.46950344210889,7.99949271334798,7.75804328310903,7.71913551416711,7.35820282994918,8.20838557119696,7.7043255951543,8.23843340185574,7.77142344075664,8.35256433561332,7.68941798226905,8.22782769962198,7.87037705025755,7.46820858467227,7.70004431003063,7.36654078784534,7.9643524208596
"31637_s_at",9.10619125956274,8.92937086048312,9.51019251407793,9.40347650938397,9.08028191258366,9.28453264060502,9.62130647862952,8.47165895858169,8.88464370653979,9.63724252715594,8.66195975904315,9.23274228977788,9.10606036321483,8.95576322655537,9.03496949032994,8.782952356363,9.2033847123102,8.92381176930125,9.01709791167171,9.21519807118955,9.33763082125422,9.14443137012033,8.78302440972751,9.34559818457475,8.81311739881427,9.21698588328461
"31638_at",8.6491340014067,8.39948728971498,8.37380044138309,8.43485337056594,7.86624655011679,8.33061665878096,8.55273441112421,8.38100210955093,8.22024771737043,8.53442350734096,8.82076932519778,8.70461263773782,7.92665180579267,9.09467681426823,8.71465765737494,8.92293518544315,8.30794303110059,8.46001349757247,8.4937754084607,8.80987421714699,7.82019811310721,8.16251721288428,8.18466214541475,8.21350768028405,7.66291043605536,8.58355293046649
"31640_r_at",8.42899239105603,8.12060595741965,9.0048496644177,8.60968110015716,7.9933573506123,8.24978189274456,9.17181229433561,8.45952178425971,7.82397221706383,8.40948004102084,8.70915965115651,8.58909305919154,7.7785897045875,8.84718892139791,8.16833616045105,8.37592997716568,7.9316239677501,8.44690132768916,8.60720453485304,8.39422687079879,8.3907622527158,8.44887205071462,8.20254995602985,8.27331539785416,7.97279602812998,8.66840636967462
"31641_s_at",6.64016104775602,6.89059260860211,6.95041008927126,6.96408667690488,7.28365327866372,6.76859457420539,7.06082560631268,6.85117434712405,7.76451335990924,6.66489522381215,7.52140414133021,6.52521383670715,6.18972969362145,6.81639490916912,6.57664306286428,6.76463278006858,7.13008658035301,7.2210553768687,7.20509922068998,7.42472897713779,6.07008658779514,6.66739543936347,6.65866850185466,6.39376797581875,6.38358852667052,6.00935165155881
"31644_at",6.05099571631568,4.39765238810898,6.43007782046452,6.33154937466362,5.42859801979762,6.09077299626711,6.55418821796403,5.56677558588278,5.4769519125239,6.50778671328109,4.99727885689935,4.33647621045382,5.56077914074971,5.86845218979584,6.02527247239783,6.02130648700143,5.76527217318869,6.22403448428079,6.07648854910806,5.64877891327442,6.39071239080602,6.24416210537112,5.5317806808759,6.91411002210523,5.76352311874342,6.18464528659438
"31645_at",6.44589716591717,5.79151456366728,6.25016764553256,6.20543943422495,6.51725364311687,6.26566192452189,6.86745172917151,6.09448311444191,5.09538436289022,6.46549457435725,5.96831197905053,5.9661443364117,5.736937641679,6.03562610895929,6.11191602760414,6.16029298601384,5.61886411861807,6.46726154449242,6.1816372986133,5.86238443761299,5.38641435771839,6.62869341085207,5.8793970043464,5.96295151477994,6.03926343960887,6.23596442643671
"31648_at",6.82936756643806,6.4636682269076,7.07287754737796,6.906505825626,6.34045901223118,6.21951704897365,6.7820415536672,6.2766864814476,6.09618382867818,6.7250458127797,6.01584765664163,6.39953684927547,5.90823408074525,6.1509373597885,6.73385594246924,6.47485295626932,6.84903597402257,6.45281614436252,6.73519720938416,5.45390272935129,6.90508609876177,7.31553000309028,7.03287224946323,6.66891334162963,5.5724501250394,6.82222027162153
"31649_at",6.29826606618528,5.63652022074326,5.59175719783305,4.1177365943479,5.71911497383057,5.50694462660757,6.48867245772737,5.20615088593581,5.07006296710186,6.45040957516797,4.93891148280056,5.45009279595143,6.18307159064932,5.18244997430981,5.75064401870628,5.31644627245607,5.49909644752214,6.33114625735108,5.7243937940691,5.22906873596632,5.30260054279137,6.62258632316097,5.77637512607689,5.24575043937247,5.71704574868684,5.03491998434916
"31654_at",5.58573774097847,5.34788176093375,6.01761686152038,6.1734113061823,5.96117646810221,5.76283246797931,5.08477863025169,5.57704506543848,5.77377220485563,6.60602611999071,5.35581268498767,5.67508197942648,5.436981319621,3.90882251286763,6.33428043730206,5.61377326053173,5.91902061360414,6.00223669678531,5.59391245312453,5.18228707845972,6.29475122878454,5.9881893143035,6.17210342844014,6.04197448428657,5.39676573758427,5.91678951291158
"31655_at",8.44274034345116,8.38208359014197,8.5013555428584,8.53136196450565,8.15997222101611,8.64596458987998,8.33738106108032,9.01740418147517,8.58955377769747,8.17815689310641,8.6728036462141,8.59424248181812,8.02484600904783,9.43898724760778,8.74733032989101,8.28937340766795,9.33262738390211,8.27861671751473,7.93850340314794,8.5343612505945,8.0309539916356,8.18519260177669,7.97011164412031,8.29595255933448,8.20005504989878,8.78550151078244
"31658_at",5.89545774149268,5.84916111237538,6.19244274831791,5.66286914624846,6.09392139624341,5.90576726074714,5.98842111525664,5.6181006061021,5.31340912543759,6.34193061359838,5.86521609646977,6.41956585752421,6.37729383548649,5.7952006869,5.78287767907868,5.29167722317602,6.32885620638826,5.58938898472685,6.06621192197946,5.90501387192049,5.6928958193088,6.48757960185397,5.89922639466087,5.74298708249692,5.90923067170993,6.51443475763456
"31661_at",5.13406483105428,5.07615715041218,5.65659361476098,5.68398271947214,7.25417828621676,5.63680150296112,4.79590198636098,3.93980015598451,4.67129337248158,5.40556697413807,4.00342233830215,4.26705631817869,4.28057777936533,4.12846663280854,5.86488441341579,4.75090123040235,5.27815577832617,5.02616265448968,5.85800338160107,5.27200452052617,5.51948529265777,5.58031435188595,4.52819621940835,6.43138895405231,4.45220664004919,4.53193036003437
"31663_at",7.57025039716297,8.07064692900643,8.04765289421196,7.92428995151822,7.39493422662116,7.43603687763878,7.77927942200917,7.48441207542914,7.85049941375812,7.85721591518531,7.73614482793417,7.14133060186141,6.39108545365006,6.73278474330135,7.35393193207035,7.73913926944668,7.72260263685137,7.33854920999499,7.26496797396786,7.3515841628507,7.03020363394647,7.00689266515936,8.19610044614361,6.93312408676827,7.47465505927488,7.12106722097326
"31667_r_at",9.62477170007817,9.28470150930539,9.344557788784,9.04477113811315,9.55733349895717,9.6224710189086,9.58965676374606,9.61778333592838,9.57321166262812,9.51669479702372,9.34192572261009,9.73610253680531,9.63253360625435,9.2117374483928,9.65315498471256,9.25406487719702,9.59572555864975,9.62761595707737,9.53489423702331,9.45192609917394,9.69125846881197,9.52798518309494,9.54844818470615,9.29468736862126,9.93498820178348,9.44991210165323
"31668_f_at",8.44937978829521,7.85219864253357,7.9036047252942,8.25152501624333,8.25095210202733,7.86874848938511,8.92872266240018,7.36615607616025,7.64301196621633,8.04939116984908,8.09081109722906,8.21907653361766,8.35073148921011,7.91600482512435,8.03556342963128,7.91143992706909,7.88483598998286,8.51771268801731,8.42166933783513,7.2215291223084,7.5725107596749,8.29570925129092,8.20132019771785,8.17466607387731,8.09671515448854,7.94632732625417
"31669_s_at",7.9795795318648,7.63638535981872,7.75271514575237,7.56542962341539,7.49277452384778,7.5936002750666,7.57454811720528,7.50185310420802,7.18545032324539,7.80984528471068,7.04416458143367,7.53264424065877,7.09908476089186,7.57154029956645,6.33879163840688,7.50496195927228,7.78299820892041,7.93957921431469,7.74015852949723,7.22823187518538,7.75466707358239,7.90417698071089,7.19880843205028,7.47957010826913,7.42706137210349,7.8420045580686
"31670_s_at",7.21173258212526,8.87644327515001,7.6915062487234,7.31658022356178,8.51890095930525,8.97587375577108,7.1984057504992,8.63348570274313,8.57675642079446,7.77298750966604,8.59340979833482,8.46732431940335,8.00023667274112,9.63738926373686,8.33461743486232,9.46277217753309,8.79523446098329,6.28521354640497,7.94388617273726,8.7954390370878,8.30273944060538,7.06756343114668,8.08604597081254,9.38605862832541,8.16200353661445,7.71722401070019
"31671_at",7.30829351853698,8.07212188275227,7.01167453338092,7.48457319479685,7.34273251141775,7.41722805558948,7.59591386559841,7.74821969017775,8.36780786211585,7.33317324409163,8.29193962469221,7.62377908977324,7.03823862286225,8.98827283511548,6.97415069301948,8.33669399756929,7.62646103979584,7.36142624014517,7.96565155061247,7.62652674709627,7.5350109231047,7.54107337712144,7.7793779261576,7.49876944233417,7.19130601891869,7.48435567939915
"31673_s_at",8.01329475452849,8.30581096234321,7.90747356705333,7.74831362830454,8.73294750833941,7.9715263104807,8.76030745233943,8.24969183731812,8.37108398446663,8.47069140804277,8.54879879433435,7.99322146736894,8.31520391708947,8.38702212860405,7.67551957252858,9.38638417802358,7.35198161045256,8.18330785376377,8.29140556431209,9.39441553293174,7.54024430213427,7.57678664807162,8.43053618373656,8.2892719552391,7.39917109381982,6.93879154052885
"31674_s_at",2.01618606788185,2.88280931649711,3.43772045126384,2.74240941904975,3.57716292465626,2.48048745577026,3.16241308231917,4.67886066330671,4.26319970517047,3.50617029784571,4.47360510240407,4.40729156108007,3.74327798210251,3.83952631093457,5.27476856579987,4.42905350476663,2.13262619285356,1.77126865753612,2.27885902325118,4.33654047892369,3.84774641692139,3.04596536383793,1.64619953068132,2.91255598128873,4.56524376976653,2.26479462178288
"31676_at",3.50244517760538,3.14864130693893,3.99105466603552,4.40575415922747,3.49881251554857,4.28976070587685,5.00973234119861,3.13962665706817,1.7142543112091,4.84331558888524,5.55051593570823,4.27996152065059,4.76928511780661,3.04620291149541,3.72429009866601,3.20425342292777,4.43006443540699,5.1097951413484,3.55313928952177,1.09480357593355,4.66823261102206,4.77439174653091,2.62744575153513,3.97749058739429,5.01535929497916,4.16178290183715
"31677_at",5.2419202463427,4.39355348886113,4.75228831111551,4.50919543510528,3.91367452330782,5.00348080773563,4.94189976283891,4.19431560785393,4.42453919933664,4.95949661061882,5.63531907972076,3.94597282511165,5.77934640556185,4.35793901722724,4.99943633715208,4.84000492286439,5.12169513157393,5.60399420386288,5.46425330182739,4.03150988738396,4.10564455763894,5.30031045727334,4.2456934037546,4.72700555031056,3.26782640518191,5.3974744170459
"31679_at",7.25853776856735,6.07876565715518,6.73442511709683,6.59746264309234,6.44397125717881,6.40608422648224,7.35254668073284,4.67141227101941,5.87034252410435,6.94378070614878,5.92798887045761,5.84704230814934,6.78894666657714,6.29713454420091,6.35834351034479,5.70899004294367,6.3885959699078,12.1263656965334,7.23199873019795,5.07290326516598,6.09728421508092,7.21081743208921,6.47911089224467,6.46072782227999,6.38197893825349,6.82814918112429
"31680_at",8.36181660048228,10.1174093424816,8.23370115557409,8.51413015235394,9.79772312275401,9.20821484584887,8.93008088024451,10.0828941526174,9.40256017830651,8.58350780147003,9.69651726559889,9.62326515022965,9.7746025936481,10.0311497928474,9.08251366173239,10.2312211807112,9.43097099237183,8.32086371475627,8.54608802260397,10.8966048704222,8.60805887571305,7.72998774295772,9.54759056586723,10.1771454248093,9.0476092741603,8.3076789713418
"31681_at",8.16862198016142,8.20565642508991,8.5003838084177,8.44056606602359,8.10693975850596,8.28035320953635,8.27116885620761,7.81668289716123,7.69209935169233,8.21545534207729,8.04255679257756,7.59094627554878,7.98409370905565,8.52110964365133,8.24893799515401,8.2272067808831,8.17754910063785,7.66965752313527,7.81422354987138,7.83320003373402,8.54560548813899,8.05801337655601,8.48699989157533,8.53085497573143,8.43778119637076,8.33170969446374
"31683_at",5.70957186766489,3.48345465532403,5.79951735579461,5.89696444744407,5.61061443795797,5.96274334335629,5.38456446968067,5.25562913484628,5.74986674642796,6.49265597312246,5.03302207484514,5.85936830001858,5.47243903094209,5.39986150773455,5.84027186895657,5.63138662241011,5.88235448149591,5.73000405187572,6.15398160967568,5.6086584613393,6.13055203029693,5.75858034582822,5.64022179506367,5.81417611500113,5.16871423268119,5.48065935312075
"31684_at",6.13258095524978,6.98716166948405,7.44857062600553,6.31908137556755,7.07296327155522,8.60306250822372,5.2967473856269,5.56530775487272,7.96822902289892,6.4877339375847,7.42057503505835,6.69242719808971,6.13897211173977,8.6160378370841,6.85941054464636,6.89315588867879,8.55492262813998,5.80115089408372,6.28195042153637,7.19680373321711,7.24548615536134,5.15219559022171,6.78690995716231,7.81487081588598,6.86603012931951,7.63226821549951
"31685_at",8.15568852553892,8.54338374850359,8.37805203781606,8.12196859134809,8.78897275957759,8.64881413847169,8.17236749928483,8.66216988766589,8.10719614785967,8.43397761729626,7.98815635918345,8.65441763880452,8.45988239040815,9.29002806540183,8.14660940409514,8.51619641831793,8.67703248037968,8.01119929594611,8.30460686541105,7.70911828513827,7.65487228181966,8.15453966735161,8.3179461765754,8.53306881649292,8.334197293172,8.19397374597769
"31686_at",6.79034197976355,6.15520075214622,8.60059684467235,7.18417117556892,6.53577614986429,6.44873414640276,6.92781351059815,6.33090791724802,5.63445387088626,7.01959072835788,6.72000478695481,6.29345877373331,6.32699746456576,6.56129711116641,6.46750773693398,6.6375464908175,7.07888731504626,7.22352874012104,6.93026424523502,6.48404626766786,7.13253571622747,7.21658096933966,6.62525733670598,6.67255263297705,6.66716832600218,7.20806849375435
"31687_f_at",8.79029310141243,9.47857953921254,8.39888902278503,8.33640390500288,8.21461054490859,8.94350528481333,8.90309854187533,8.31261979822725,9.41526431143088,8.51180403651134,9.11208758702352,8.91506670060443,8.2810119722883,8.19549032514632,8.65302417864669,8.08576455377831,8.90464365259476,8.46857517168663,9.06467541046836,8.36399015934624,8.45108332461233,8.36298266622979,8.28047849040489,8.55691983613617,8.63523200164529,8.67806133845987
"31690_at",6.34032904058709,7.85980186989025,6.89083576901476,6.2661437424519,7.71751192589307,7.37270837884023,5.65018437798537,7.33000258290871,8.05297553422471,6.0062845574868,9.03036642850584,8.25063477064146,6.14478466427856,7.55007721953298,7.93739147672917,8.36990700721695,6.54961372877577,6.54007842994806,6.68106970675719,6.19628638333663,6.62175885670973,6.27869476521642,6.94542042531509,5.35579506981416,6.70771803548291,6.82478057975478
"31691_g_at",7.90668018723907,7.88490923407777,8.03231577637111,8.15391677591428,8.15411937174541,7.49685377738804,8.53861187949007,7.49735688570962,8.02101881755373,8.09155703833813,8.7809891556223,8.13204210744979,7.48538657284077,7.84199827029512,8.16548991905709,8.10723800301952,7.5509699049621,8.3181767231704,7.98635973459837,7.23134600083906,8.11138088146299,8.34425151661623,7.65378376339331,7.3073556599663,6.30540149971807,7.72760738299345
"31692_at",9.18642874992707,8.87625293991362,7.69412801284908,6.10825261906031,8.35088615655824,8.92640867776283,9.38866742823789,8.29341187059401,6.8402492056411,8.05409416351774,8.93600478083263,9.76283379647121,7.76344477307185,8.89269155607612,8.52278551450075,9.10734525132437,6.65516575475305,7.40249196295286,5.25121159880135,8.6539664340253,4.6988129950384,5.40811061282698,8.08887302271099,6.99033091867621,7.94273734346013,8.02943079904349
"31693_f_at",9.74634636083315,9.57464839600724,9.22932835270864,9.68902653251744,9.32871531324904,9.08491200306425,10.9672406713019,10.4972131583768,9.62564309850132,9.55493797232756,9.65550031264828,9.41296354403988,9.15266004635255,9.65894871149823,10.4412635195476,9.56097091843952,9.37292163527939,9.94232682548456,10.6394854231535,9.50166206094477,9.01405395607814,9.93660996811328,10.4182321215296,10.2292634529028,10.3308384686447,9.52748482552452
"31694_at",7.8462362957797,6.69919069152582,7.58928410667125,7.56395127255932,7.22016547517328,6.7928423409849,7.81087363728061,6.63096309162049,6.83144659729507,7.80363389966911,7.0822448629345,7.26778858463146,7.63511588936829,6.79190521327638,7.45202703425916,7.15112819434592,7.29289215533794,7.89477533047684,7.52808679702526,6.54784925427699,7.74360248142686,7.71974474449366,7.16949413233881,7.19234213653504,7.47107362738758,7.53035171069485
"31697_s_at",10.7648301333864,11.7124453199221,11.2866674900442,11.4889497587365,11.2424536464929,11.3754033183124,10.5720654146981,11.3734796521851,11.680979195412,10.8647123537356,11.6908535537113,11.5553368639332,11.2376760421013,11.704902216204,11.2934601532143,11.6369372310121,12.0629703001257,10.5809086232319,11.5108037203583,12.0847452851219,11.4130354985881,9.86107604695959,11.426154661127,12.258186172334,11.1794301850278,11.5293671054048
"31699_at",8.1610966026742,7.84610463356001,8.28929040166591,8.17412673742093,7.74579531373699,7.72891366673207,8.19520977971333,7.84233148453184,7.57553924683453,8.07686902921101,7.80708439137439,7.81357599333014,7.60153310478171,7.88200102949813,7.91211090901986,8.07505122466462,7.88344975490334,8.03826606320143,8.09172098786796,7.4643251941064,7.93760922292018,8.16135362518027,7.77768929149824,7.55638342996188,7.67896626782762,8.21669736342931
